date,product_name,category,region,store,quantity,price,discount,revenue,profit,promotion,holiday
2023-04-07,T-Shirt,Fashion,East,Store B,8,782.39,5,5946.2,1886.44,0,0
2023-04-07,Jeans,Fashion,North,Store C,11,1844.6,5,19276.11,4278.26,1,0
2023-04-07,Shoes,Fashion,East,Store A,8,2609.45,0,20875.63,7855.3,0,0
2023-04-07,Coffee Maker,Home Appliances,South,Store B,6,4644.01,10,25077.63,6022.08,0,0
2023-04-07,Mixer Grinder,Home Appliances,South,Store B,3,3447.85,15,8792.02,1229.62,0,0
2023-04-08,Laptop,Electronics,South,Store D,15,57415.4,10,775107.89,267478.91,1,0
2023-04-08,Smartphone,Electronics,North,Store A,13,24851.54,10,290763.05,47832.03,0,0
2023-04-08,Headphones,Electronics,East,Store A,9,2623.19,0,23608.67,9716.01,0,0
2023-04-08,Office Chair,Furniture,North,Store E,8,7706.03,10,55483.41,12524.26,1,0
2023-04-08,Study Table,Furniture,North,Store A,8,11600.58,20,74243.72,4591.58,0,0
2023-04-08,T-Shirt,Fashion,North,Store A,14,796.8,0,11155.14,3929.24,0,0
2023-04-08,Jeans,Fashion,North,Store A,19,1908.92,5,34455.95,11047.22,0,0
2023-04-08,Shoes,Fashion,North,Store A,9,2662.89,5,22767.7,5476.42,0,0
2023-04-08,Coffee Maker,Home Appliances,North,Store B,8,4342.87,5,33005.81,7045.31,0,0
2023-04-08,Mixer Grinder,Home Appliances,North,Store D,8,3709.93,10,26711.51,7531.63,1,0
2023-04-09,Laptop,Electronics,North,Store A,18,58209.81,0,1047776.55,381587.35,1,0
2023-04-09,Smartphone,Electronics,North,Store D,10,24434.38,5,232126.63,55442.15,0,0
2023-04-09,Headphones,Electronics,East,Store C,8,2431.94,0,19455.53,4969.12,0,0
2023-04-09,Office Chair,Furniture,East,Store D,4,7895.12,5,30001.46,8457.77,0,0
2023-04-09,Study Table,Furniture,North,Store D,4,11715.84,10,42177.03,5686.43,0,0
2023-04-09,T-Shirt,Fashion,North,Store C,8,787.6,10,5670.75,1010.84,0,0
2023-04-09,Jeans,Fashion,North,Store B,13,1924.96,0,25024.49,7603.47,0,0
2023-04-09,Shoes,Fashion,East,Store C,14,2392.27,20,26793.41,2077.29,0,0
2023-04-09,Coffee Maker,Home Appliances,West,Store B,5,4480.71,15,19043.03,1874.23,0,0
2023-04-09,Mixer Grinder,Home Appliances,East,Store C,6,3703.12,5,21107.79,6009.21,0,0
2023-04-10,Laptop,Electronics,South,Store C,11,52911.77,15,494725.06,53133.2,1,0
2023-04-10,Smartphone,Electronics,North,Store A,9,25206.42,10,204171.99,31202.19,1,0
2023-04-10,Headphones,Electronics,West,Store D,8,2595.48,15,17649.25,3271.33,0,0
2023-04-10,Office Chair,Furniture,East,Store A,11,7972.95,0,87702.43,28165.43,0,0
2023-04-10,Study Table,Furniture,North,Store A,8,11478.81,15,78055.92,8950.04,0,0
2023-04-10,T-Shirt,Fashion,South,Store D,10,809.87,10,7288.85,2220.23,0,0
2023-04-10,Jeans,Fashion,East,Store E,5,1856.5,0,9282.48,3027.5,0,0
2023-04-10,Shoes,Fashion,West,Store C,20,2680.21,0,53604.17,19467.55,1,0
2023-04-10,Coffee Maker,Home Appliances,South,Store D,9,4492.78,0,40435.05,15346.63,0,0
2023-04-10,Mixer Grinder,Home Appliances,East,Store A,4,3427.14,0,13708.54,3917.42,0,0
2023-04-11,Laptop,Electronics,South,Store D,21,52344.87,10,989318.04,182428.02,1,0
2023-04-11,Smartphone,Electronics,East,Store E,11,25024.1,10,247738.55,37944.54,1,0
2023-04-11,Headphones,Electronics,North,Store C,11,2624.15,15,24535.82,6243.04,0,0
2023-04-11,Office Chair,Furniture,North,Store C,6,7680.27,5,43777.56,9677.06,0,0
2023-04-11,Study Table,Furniture,West,Store A,6,12703.44,10,68598.55,20225.68,0,0
2023-04-11,T-Shirt,Fashion,North,Store A,12,817.55,10,8829.53,2796.75,1,0
2023-04-11,Jeans,Fashion,North,Store B,11,1865.92,0,20525.13,6980.13,1,0
2023-04-11,Shoes,Fashion,West,Store C,19,2493.55,10,42639.66,10598.58,1,0
2023-04-11,Coffee Maker,Home Appliances,West,Store E,9,4559.21,0,41032.85,16106.1,1,0
2023-04-11,Mixer Grinder,Home Appliances,East,Store A,12,3366.25,20,32316.01,2071.64,0,0
2023-04-12,Laptop,Electronics,North,Store A,16,56701.3,0,907220.73,349335.04,1,0
2023-04-12,Smartphone,Electronics,East,Store D,15,25768.14,5,367195.95,86881.0,1,0
2023-04-12,Headphones,Electronics,South,Store B,9,2421.0,5,20699.58,4322.51,1,0
2023-04-12,Office Chair,Furniture,North,Store E,5,7224.39,5,34315.83,8484.21,1,0
2023-04-12,Study Table,Furniture,West,Store B,7,12225.4,5,81298.92,17650.72,0,0
2023-04-12,T-Shirt,Fashion,North,Store C,11,828.47,0,9113.2,3478.82,0,0
2023-04-12,Jeans,Fashion,North,Store C,13,1936.13,5,23911.23,5740.6,1,0
2023-04-12,Shoes,Fashion,South,Store E,8,2572.97,0,20583.78,7011.21,0,0
2023-04-12,Coffee Maker,Home Appliances,East,Store D,7,4450.52,0,31153.62,10656.65,1,0
2023-04-12,Mixer Grinder,Home Appliances,East,Store D,6,3480.75,20,16707.6,2443.07,1,0
2023-04-13,Laptop,Electronics,North,Store C,4,53192.63,5,202132.0,43823.97,0,0
2023-04-13,Smartphone,Electronics,South,Store B,4,24212.43,20,77479.78,4727.17,0,0
2023-04-13,Headphones,Electronics,South,Store E,12,2412.26,5,27499.74,4980.35,0,0
2023-04-13,Office Chair,Furniture,North,Store C,10,7905.76,10,71151.87,19489.78,0,0
2023-04-13,Study Table,Furniture,East,Store C,7,12619.97,0,88339.81,23304.12,0,0
2023-04-13,T-Shirt,Fashion,West,Store B,14,784.4,5,10432.57,2253.12,1,0
2023-04-13,Jeans,Fashion,South,Store A,16,1895.73,0,30331.68,10817.47,0,0
2023-04-13,Shoes,Fashion,West,Store D,13,2438.81,0,31704.57,9724.59,0,0
2023-04-13,Coffee Maker,Home Appliances,South,Store B,7,4656.73,0,32597.1,10226.61,0,0
2023-04-13,Mixer Grinder,Home Appliances,North,Store D,9,3729.93,5,31890.93,8197.87,0,0
2023-04-14,Laptop,Electronics,North,Store B,7,54109.83,10,340891.92,44617.91,0,0
2023-04-14,Smartphone,Electronics,West,Store B,12,24071.34,15,245527.64,59203.85,0,0
2023-04-14,Headphones,Electronics,South,Store B,13,2510.68,10,29374.95,5440.22,1,0
2023-04-14,Office Chair,Furniture,East,Store E,8,7667.8,0,61342.41,21894.43,1,0
2023-04-14,Study Table,Furniture,West,Store A,9,12035.14,0,108316.27,24309.68,0,0
2023-04-14,T-Shirt,Fashion,West,Store E,16,818.96,5,12448.16,4396.85,1,0
2023-04-14,Jeans,Fashion,East,Store B,10,1928.96,5,18325.14,6580.15,0,0
2023-04-14,Shoes,Fashion,North,Store E,15,2503.54,0,37553.15,13235.42,1,0
2023-04-14,Coffee Maker,Home Appliances,West,Store E,9,4775.07,5,40826.85,13745.17,0,0
2023-04-14,Mixer Grinder,Home Appliances,West,Store D,11,3416.03,20,30061.07,6300.97,0,0
2023-04-15,Laptop,Electronics,North,Store E,10,55870.56,15,474899.74,86083.38,0,0
2023-04-15,Smartphone,Electronics,West,Store B,6,24730.19,5,140962.08,34416.46,0,0
2023-04-15,Headphones,Electronics,South,Store C,15,2648.64,10,35756.65,10125.77,0,0
2023-04-15,Office Chair,Furniture,West,Store A,10,7222.72,5,68615.86,13431.79,0,0
2023-04-15,Study Table,Furniture,North,Store A,8,12515.56,15,85105.84,16454.35,0,0
2023-04-15,T-Shirt,Fashion,East,Store D,18,858.92,5,14687.49,5227.61,0,0
2023-04-15,Jeans,Fashion,East,Store A,22,1872.92,0,41204.32,15621.97,1,0
2023-04-15,Shoes,Fashion,South,Store A,22,2488.22,10,49266.81,14626.38,1,0
2023-04-15,Coffee Maker,Home Appliances,East,Store E,15,4818.35,0,72275.26,28045.2,1,0
2023-04-15,Mixer Grinder,Home Appliances,East,Store B,9,3453.12,5,29524.14,10184.18,0,0
2023-04-16,Laptop,Electronics,West,Store C,13,53127.38,15,587057.55,52208.09,0,0
2023-04-16,Smartphone,Electronics,West,Store C,15,24569.46,0,368541.94,117806.5,1,0
2023-04-16,Headphones,Electronics,South,Store B,14,2523.18,0,35324.46,9197.35,1,0
2023-04-16,Office Chair,Furniture,West,Store D,7,7987.04,0,55909.3,17339.33,0,0
2023-04-16,Study Table,Furniture,South,Store A,5,11709.44,15,49765.1,5680.39,0,0
2023-04-16,T-Shirt,Fashion,South,Store E,12,805.47,0,9665.65,2646.08,1,0
2023-04-16,Jeans,Fashion,South,Store E,26,1817.63,0,47258.33,11387.75,1,0
2023-04-16,Shoes,Fashion,East,Store C,9,2486.32,0,22376.87,8281.55,0,0
2023-04-16,Coffee Maker,Home Appliances,North,Store E,12,4678.4,0,56140.74,19766.78,1,0
2023-04-16,Mixer Grinder,Home Appliances,South,Store E,7,3511.77,5,23353.3,7804.24,0,0
2023-04-17,Laptop,Electronics,East,Store C,10,55381.68,0,553816.84,193378.08,0,0
2023-04-17,Smartphone,Electronics,East,Store D,8,24543.21,0,196345.65,72231.16,1,0
2023-04-17,Headphones,Electronics,West,Store D,14,2540.07,5,33782.87,7678.58,1,0
2023-04-17,Office Chair,Furniture,East,Store B,6,7134.98,0,42809.87,15630.38,0,0
2023-04-17,Study Table,Furniture,South,Store B,7,12515.18,5,83225.92,21816.98,0,0
2023-04-17,T-Shirt,Fashion,South,Store E,20,825.69,5,15688.11,3746.6,1,0
2023-04-17,Jeans,Fashion,South,Store D,10,1761.68,15,14974.28,2636.32,1,0
2023-04-17,Shoes,Fashion,North,Store E,7,2696.7,5,17933.06,4304.86,0,0
2023-04-17,Coffee Maker,Home Appliances,East,Store E,5,4415.71,0,22078.57,6490.6,1,0
2023-04-17,Mixer Grinder,Home Appliances,West,Store A,10,3531.6,0,35315.95,9268.33,0,0
2023-04-18,Laptop,Electronics,North,Store B,12,57815.53,5,659097.03,252009.65,1,0
2023-04-18,Smartphone,Electronics,South,Store B,13,24909.59,5,307633.41,66288.71,0,0
2023-04-18,Headphones,Electronics,West,Store A,7,2579.34,0,18055.4,5571.93,1,0
2023-04-18,Office Chair,Furniture,West,Store C,3,7393.1,15,18852.39,4791.7,0,0
2023-04-18,Study Table,Furniture,West,Store B,2,12895.18,15,21921.81,3379.99,0,0
2023-04-18,T-Shirt,Fashion,South,Store B,13,810.9,0,10541.74,3679.53,0,0
2023-04-18,Jeans,Fashion,West,Store E,6,1868.36,20,8968.11,1680.62,0,0
2023-04-18,Shoes,Fashion,East,Store C,18,2377.63,5,40657.52,6166.21,1,0
2023-04-18,Coffee Maker,Home Appliances,South,Store C,11,4277.41,15,39993.82,10106.49,0,0
2023-04-18,Mixer Grinder,Home Appliances,West,Store B,4,3514.31,10,12651.52,4016.07,0,0
2023-04-19,Laptop,Electronics,North,Store B,10,57214.64,0,572146.45,159756.09,0,0
2023-04-19,Smartphone,Electronics,West,Store E,5,26327.48,15,111891.81,24595.2,0,0
2023-04-19,Headphones,Electronics,West,Store A,9,2424.19,10,19635.96,5717.62,0,0
2023-04-19,Office Chair,Furniture,East,Store E,4,7941.8,10,28590.46,6768.87,0,0
2023-04-19,Study Table,Furniture,North,Store B,9,12897.34,20,92860.86,21662.44,1,0
2023-04-19,T-Shirt,Fashion,East,Store B,11,845.96,0,9305.55,3756.02,1,0
2023-04-19,Jeans,Fashion,North,Store B,14,1865.2,5,24807.15,9576.51,0,0
2023-04-19,Shoes,Fashion,East,Store C,8,2629.49,0,21035.92,6333.01,0,0
2023-04-19,Coffee Maker,Home Appliances,East,Store B,8,4649.94,0,37199.49,12209.26,0,0
2023-04-19,Mixer Grinder,Home Appliances,North,Store B,6,3382.05,0,20292.29,6975.62,1,0
2023-04-20,Laptop,Electronics,South,Store B,11,52481.48,10,519566.69,92725.3,0,0
2023-04-20,Smartphone,Electronics,South,Store B,7,26156.69,0,183096.81,50934.25,0,0
2023-04-20,Headphones,Electronics,South,Store A,4,2515.15,0,10060.62,2824.1,0,0
2023-04-20,Office Chair,Furniture,North,Store D,15,7630.02,0,114450.24,42364.75,1,0
2023-04-20,Study Table,Furniture,East,Store E,7,12655.07,0,88585.5,28879.01,0,0
2023-04-20,T-Shirt,Fashion,South,Store E,10,806.12,0,8061.19,3042.48,0,0
2023-04-20,Jeans,Fashion,West,Store A,17,1924.98,5,31088.4,12337.19,1,0
2023-04-20,Shoes,Fashion,North,Store C,9,2646.46,10,21436.37,5578.6,0,0
2023-04-20,Coffee Maker,Home Appliances,North,Store A,4,4436.88,5,16860.15,5722.07,1,0
2023-04-20,Mixer Grinder,Home Appliances,East,Store A,4,3730.09,0,14920.37,5134.4,0,0
2023-04-21,Laptop,Electronics,North,Store E,12,57108.48,0,685301.79,251821.67,0,0
2023-04-21,Smartphone,Electronics,South,Store E,5,25754.88,0,128774.39,42321.84,0,0
2023-04-21,Headphones,Electronics,East,Store C,13,2596.81,5,32070.55,11976.34,1,0
2023-04-21,Office Chair,Furniture,South,Store A,5,7471.65,15,31754.53,7704.82,0,0
2023-04-21,Study Table,Furniture,East,Store D,1,12365.87,10,11129.28,2785.37,0,0
2023-04-21,T-Shirt,Fashion,North,Store D,17,762.5,0,12962.43,4557.11,0,0
2023-04-21,Jeans,Fashion,South,Store C,16,1834.19,10,26412.3,5010.02,1,0
2023-04-21,Shoes,Fashion,West,Store D,10,2626.42,0,26264.19,9599.48,0,0
2023-04-21,Coffee Maker,Home Appliances,South,Store B,7,4626.86,10,29149.22,6441.01,0,0
2023-04-21,Mixer Grinder,Home Appliances,East,Store C,12,3644.39,20,34986.13,6035.45,0,0
2023-04-22,Laptop,Electronics,East,Store C,11,54316.4,0,597480.35,183456.56,1,0
2023-04-22,Smartphone,Electronics,West,Store B,13,23805.74,10,278527.19,35548.2,1,0
2023-04-22,Headphones,Electronics,East,Store E,11,2688.98,15,25141.98,4260.71,0,0
2023-04-22,Office Chair,Furniture,North,Store D,5,7298.78,0,36493.89,9346.6,0,0
2023-04-22,Study Table,Furniture,South,Store B,6,11932.28,0,71593.65,19815.2,1,0
2023-04-22,T-Shirt,Fashion,East,Store B,13,779.21,0,10129.68,2670.71,1,0
2023-04-22,Jeans,Fashion,South,Store C,11,1898.76,0,20886.31,6257.2,0,0
2023-04-22,Shoes,Fashion,South,Store B,16,2571.79,0,41148.72,16059.65,1,0
2023-04-22,Coffee Maker,Home Appliances,West,Store A,8,4583.47,10,33000.98,5563.36,0,0
2023-04-22,Mixer Grinder,Home Appliances,East,Store B,14,3568.66,0,49961.3,18528.98,0,0
2023-04-23,Laptop,Electronics,South,Store A,10,52762.73,20,422101.84,87789.33,0,0
2023-04-23,Smartphone,Electronics,South,Store C,20,24214.05,20,387424.81,78323.55,1,0
2023-04-23,Headphones,Electronics,East,Store B,14,2516.19,20,28181.29,6233.46,0,0
2023-04-23,Office Chair,Furniture,South,Store C,7,7435.34,0,52047.38,17069.58,0,0
2023-04-23,Study Table,Furniture,West,Store B,5,12688.98,5,60272.66,23813.39,0,0
2023-04-23,T-Shirt,Fashion,West,Store B,17,841.23,5,13585.9,4067.53,0,0
2023-04-23,Jeans,Fashion,West,Store A,13,1887.31,0,24535.07,6334.84,0,0
2023-04-23,Shoes,Fashion,North,Store C,10,2553.16,0,25531.61,7814.4,0,0
2023-04-23,Coffee Maker,Home Appliances,South,Store C,9,4542.83,0,40885.5,16400.79,0,0
2023-04-23,Mixer Grinder,Home Appliances,North,Store B,6,3623.3,20,17391.82,2742.69,0,0
2023-04-24,Laptop,Electronics,West,Store D,8,54924.68,5,417427.55,132009.17,0,0
2023-04-24,Smartphone,Electronics,East,Store E,14,26852.61,0,375936.57,144952.95,0,0
2023-04-24,Headphones,Electronics,East,Store E,9,2474.57,10,20044.05,4640.47,0,0
2023-04-24,Office Chair,Furniture,East,Store D,10,7780.89,5,73918.5,18330.64,1,0
2023-04-24,Study Table,Furniture,North,Store D,8,11553.94,5,87809.96,20328.45,1,0
2023-04-24,T-Shirt,Fashion,North,Store E,5,853.25,15,3626.31,1177.61,0,0
2023-04-24,Jeans,Fashion,South,Store C,16,1726.67,5,26245.31,8811.93,1,0
2023-04-24,Shoes,Fashion,West,Store D,10,2415.16,5,22944.06,6215.46,0,0
2023-04-24,Coffee Maker,Home Appliances,East,Store A,6,4580.38,20,21985.84,1769.47,0,0
2023-04-24,Mixer Grinder,Home Appliances,South,Store A,8,3471.52,0,27772.2,8135.71,1,0
2023-04-25,Laptop,Electronics,West,Store D,8,53972.86,0,431782.89,113604.48,0,0
2023-04-25,Smartphone,Electronics,North,Store B,4,26512.08,20,84838.66,9629.74,0,0
2023-04-25,Headphones,Electronics,South,Store E,10,2570.96,0,25709.58,8196.0,0,0
2023-04-25,Office Chair,Furniture,South,Store E,6,7990.52,5,45545.94,16501.12,1,0
2023-04-25,Study Table,Furniture,South,Store D,9,12008.67,0,108078.0,37754.4,1,0
2023-04-25,T-Shirt,Fashion,East,Store A,13,841.31,0,10937.05,3316.11,0,0
2023-04-25,Jeans,Fashion,East,Store C,9,1863.85,0,16774.62,5455.85,0,0
2023-04-25,Shoes,Fashion,North,Store A,7,2646.06,0,18522.42,6096.4,1,0
2023-04-25,Coffee Maker,Home Appliances,South,Store D,4,4402.57,0,17610.3,5542.37,0,0
2023-04-25,Mixer Grinder,Home Appliances,East,Store B,6,3672.09,5,20930.91,6943.37,1,0
2023-04-26,Laptop,Electronics,North,Store B,3,58180.31,15,148359.78,25541.98,0,0
2023-04-26,Smartphone,Electronics,South,Store E,14,25420.64,10,320300.05,87409.18,1,0
2023-04-26,Headphones,Electronics,West,Store C,11,2439.48,0,26834.3,6707.83,0,0
2023-04-26,Office Chair,Furniture,North,Store E,2,7504.81,0,15009.63,4142.98,0,0
2023-04-26,Study Table,Furniture,East,Store C,8,12078.58,10,86965.74,19711.0,0,0
2023-04-26,T-Shirt,Fashion,West,Store A,14,809.04,0,11326.61,3413.64,0,0
2023-04-26,Jeans,Fashion,West,Store E,9,1732.71,0,15594.36,3570.84,0,0
2023-04-26,Shoes,Fashion,East,Store D,11,2421.04,5,25299.91,5782.21,0,0
2023-04-26,Coffee Maker,Home Appliances,South,Store D,5,4523.0,10,20353.51,4599.19,0,0
2023-04-26,Mixer Grinder,Home Appliances,West,Store C,11,3690.1,5,38561.55,10815.66,0,0
2023-04-27,Laptop,Electronics,South,Store C,11,56048.57,10,554880.81,101645.6,0,0
2023-04-27,Smartphone,Electronics,East,Store C,10,25163.79,20,201310.31,23263.72,1,0
2023-04-27,Headphones,Electronics,West,Store A,7,2684.94,0,18794.57,5826.16,0,0
2023-04-27,Office Chair,Furniture,East,Store A,7,7389.7,15,43968.7,12100.41,0,0
2023-04-27,Study Table,Furniture,West,Store A,13,12758.59,5,157568.58,57974.58,1,0
2023-04-27,T-Shirt,Fashion,North,Store E,14,813.01,5,10812.97,2828.87,1,0
2023-04-27,Jeans,Fashion,West,Store A,14,1862.92,0,26080.95,7715.57,0,0
2023-04-27,Shoes,Fashion,East,Store E,7,2592.82,0,18149.77,7596.19,0,0
2023-04-27,Coffee Maker,Home Appliances,North,Store D,6,4446.01,10,24008.47,5763.57,0,0
2023-04-27,Mixer Grinder,Home Appliances,North,Store A,3,3415.76,15,8710.18,2295.32,1,0
2023-04-28,Laptop,Electronics,East,Store C,7,53400.1,10,336420.65,61577.35,1,0
2023-04-28,Smartphone,Electronics,West,Store C,6,24134.01,15,123083.43,24695.38,0,0
2023-04-28,Headphones,Electronics,East,Store B,8,2631.64,10,18947.82,4024.67,0,0
2023-04-28,Office Chair,Furniture,West,Store B,8,7869.46,0,62955.7,16585.47,0,0
2023-04-28,Study Table,Furniture,North,Store D,6,11690.17,0,70141.04,23639.36,1,0
2023-04-28,T-Shirt,Fashion,North,Store E,10,829.05,0,8290.53,2723.73,0,0
2023-04-28,Jeans,Fashion,West,Store B,14,1932.06,10,24343.98,5425.96,0,0
2023-04-28,Shoes,Fashion,South,Store D,7,2542.44,20,14237.64,820.94,0,0
2023-04-28,Coffee Maker,Home Appliances,East,Store C,6,4365.08,0,26190.5,6552.23,0,0
2023-04-28,Mixer Grinder,Home Appliances,South,Store B,8,3770.51,0,30164.05,12001.14,0,0
2023-04-29,Laptop,Electronics,East,Store D,16,54811.43,15,745435.42,201750.74,0,0
2023-04-29,Smartphone,Electronics,West,Store A,4,26428.66,5,100428.91,26636.9,0,0
2023-04-29,Headphones,Electronics,South,Store E,10,2431.43,20,19451.46,3447.91,0,0
2023-04-29,Office Chair,Furniture,South,Store B,8,7663.03,0,61304.26,24170.92,0,0
2023-04-29,Study Table,Furniture,East,Store D,10,11503.73,15,97781.67,5195.86,0,0
2023-04-29,T-Shirt,Fashion,South,Store C,15,786.35,10,10615.71,3327.13,0,0
2023-04-29,Jeans,Fashion,South,Store A,10,1738.17,0,17381.67,3625.11,0,0
2023-04-29,Shoes,Fashion,West,Store A,14,2477.62,0,34686.65,13372.18,0,0
2023-04-29,Coffee Maker,Home Appliances,North,Store B,12,4340.29,0,52083.45,17864.4,0,0
2023-04-29,Mixer Grinder,Home Appliances,South,Store E,15,3583.81,0,53757.19,16977.65,1,0
2023-04-30,Laptop,Electronics,South,Store D,10,56409.77,5,535892.78,196037.53,1,0
2023-04-30,Smartphone,Electronics,East,Store A,8,25862.83,0,206902.61,54345.86,0,0
2023-04-30,Headphones,Electronics,West,Store B,15,2533.06,0,37995.96,14080.09,0,0
2023-04-30,Office Chair,Furniture,South,Store C,7,7130.73,15,42427.86,7260.35,1,0
2023-04-30,Study Table,Furniture,South,Store D,7,11824.21,10,74492.52,18284.83,0,0
2023-04-30,T-Shirt,Fashion,West,Store A,8,834.43,10,6007.93,1396.98,0,0
2023-04-30,Jeans,Fashion,North,Store E,14,1812.27,10,22834.61,6187.8,0,0
2023-04-30,Shoes,Fashion,East,Store B,11,2385.93,0,26245.23,8829.46,0,0
2023-04-30,Coffee Maker,Home Appliances,West,Store C,10,4772.36,5,45337.44,10785.77,0,0
2023-04-30,Mixer Grinder,Home Appliances,North,Store D,8,3665.11,5,27854.83,8813.92,0,0
2023-05-01,Laptop,Electronics,East,Store C,2,57449.78,20,91919.65,18996.52,0,0
2023-05-01,Smartphone,Electronics,South,Store B,12,24085.73,5,274577.28,83904.3,0,0
2023-05-01,Headphones,Electronics,East,Store A,13,2560.71,0,33289.21,11172.04,1,0
2023-05-01,Office Chair,Furniture,West,Store B,6,7531.25,15,38409.39,5384.08,0,0
2023-05-01,Study Table,Furniture,West,Store E,8,11967.94,0,95743.5,26618.27,1,0
2023-05-01,T-Shirt,Fashion,North,Store E,19,829.29,0,15756.53,6017.34,1,0
2023-05-01,Jeans,Fashion,North,Store C,8,1796.13,5,13650.58,4190.86,0,0
2023-05-01,Shoes,Fashion,South,Store E,16,2554.64,10,36786.76,6627.72,1,0
2023-05-01,Coffee Maker,Home Appliances,North,Store A,10,4376.67,10,39390.05,11873.06,1,0
2023-05-01,Mixer Grinder,Home Appliances,East,Store A,17,3418.54,10,52303.59,15838.48,1,0
2023-05-02,Laptop,Electronics,South,Store E,10,56255.65,10,506300.87,156116.92,0,0
2023-05-02,Smartphone,Electronics,East,Store E,9,26215.57,0,235940.15,75591.74,0,0
2023-05-02,Headphones,Electronics,North,Store B,13,2535.51,0,32961.69,9842.37,1,0
2023-05-02,Office Chair,Furniture,North,Store C,9,7556.41,0,68007.68,25618.94,0,0
2023-05-02,Study Table,Furniture,South,Store D,7,12749.63,20,71397.94,12233.8,0,0
2023-05-02,T-Shirt,Fashion,South,Store D,8,857.16,5,6514.43,2168.18,0,0
2023-05-02,Jeans,Fashion,North,Store A,13,1731.14,20,18003.86,2410.7,0,0
2023-05-02,Shoes,Fashion,West,Store C,12,2413.36,0,28960.37,5947.66,0,0
2023-05-02,Coffee Maker,Home Appliances,North,Store C,5,4347.65,5,20651.34,3351.96,0,0
2023-05-02,Mixer Grinder,Home Appliances,South,Store B,9,3517.16,20,25323.55,5679.89,1,0
2023-05-03,Laptop,Electronics,East,Store B,11,52569.68,0,578266.46,186080.28,1,0
2023-05-03,Smartphone,Electronics,West,Store B,14,26674.65,20,298756.11,66827.31,1,0
2023-05-03,Headphones,Electronics,South,Store A,6,2564.85,5,14619.66,3627.3,0,0
2023-05-03,Office Chair,Furniture,South,Store B,8,7764.18,10,55902.07,13503.69,0,0
2023-05-03,Study Table,Furniture,West,Store C,10,12681.68,15,107794.3,14786.51,1,0
2023-05-03,T-Shirt,Fashion,East,Store A,10,764.47,0,7644.7,1499.91,0,0
2023-05-03,Jeans,Fashion,North,Store A,10,1743.65,0,17436.52,5417.98,0,0
2023-05-03,Shoes,Fashion,East,Store B,15,2695.72,10,36392.29,7155.22,0,0
2023-05-03,Coffee Maker,Home Appliances,South,Store D,11,4519.44,15,42256.74,7569.04,1,0
2023-05-03,Mixer Grinder,Home Appliances,North,Store E,10,3486.67,0,34866.69,11740.08,1,0
2023-05-04,Laptop,Electronics,East,Store B,11,52361.59,0,575977.52,190045.6,0,0
2023-05-04,Smartphone,Electronics,North,Store C,11,25315.92,15,236703.85,37178.94,0,0
2023-05-04,Headphones,Electronics,North,Store C,3,2533.13,5,7219.43,1554.21,0,0
2023-05-04,Office Chair,Furniture,South,Store D,8,7544.45,15,51302.24,9024.28,0,0
2023-05-04,Study Table,Furniture,West,Store B,6,11729.97,0,70379.83,19962.53,0,0
2023-05-04,T-Shirt,Fashion,East,Store D,5,782.07,10,3519.33,964.19,0,0
2023-05-04,Jeans,Fashion,West,Store E,11,1783.45,0,19617.97,4337.4,1,0
2023-05-04,Shoes,Fashion,East,Store A,19,2462.5,15,39769.3,10589.54,1,0
2023-05-04,Coffee Maker,Home Appliances,South,Store E,6,4420.61,0,26523.63,9183.75,0,0
2023-05-04,Mixer Grinder,Home Appliances,North,Store B,4,3350.41,5,12731.54,1867.68,0,0
2023-05-05,Laptop,Electronics,West,Store B,15,54259.35,5,773195.73,239241.83,0,0
2023-05-05,Smartphone,Electronics,South,Store A,14,25288.97,20,283236.5,22950.97,0,0
2023-05-05,Headphones,Electronics,North,Store E,4,2566.44,0,10265.75,3808.1,0,0
2023-05-05,Office Chair,Furniture,West,Store D,5,7360.5,5,34962.4,9151.79,0,0
2023-05-05,Study Table,Furniture,North,Store C,9,11599.89,10,93959.11,19203.82,0,0
2023-05-05,T-Shirt,Fashion,South,Store B,10,806.44,10,7257.96,1700.06,0,0
2023-05-05,Jeans,Fashion,South,Store E,11,1778.54,0,19563.9,6601.23,0,0
2023-05-05,Shoes,Fashion,West,Store C,12,2628.24,5,29961.96,10299.84,1,0
2023-05-05,Coffee Maker,Home Appliances,South,Store C,5,4664.04,5,22154.21,5470.91,0,0
2023-05-05,Mixer Grinder,Home Appliances,North,Store D,1,3440.1,5,3268.09,737.57,0,0
2023-05-06,Laptop,Electronics,South,Store D,13,59136.27,0,768771.51,323957.42,0,0
2023-05-06,Smartphone,Electronics,West,Store E,16,24975.23,5,379623.47,73250.59,1,0
2023-05-06,Headphones,Electronics,West,Store C,10,2528.9,15,21495.65,3136.1,1,0
2023-05-06,Office Chair,Furniture,West,Store A,16,7171.62,0,114745.85,37422.32,1,0
2023-05-06,Study Table,Furniture,North,Store E,2,12322.66,15,20948.53,5001.6,0,0
2023-05-06,T-Shirt,Fashion,West,Store A,10,803.65,10,7232.81,1199.61,0,0
2023-05-06,Jeans,Fashion,East,Store E,8,1923.66,0,15389.25,6551.71,0,0
2023-05-06,Shoes,Fashion,West,Store B,16,2584.11,5,39278.47,12763.91,0,0
2023-05-06,Coffee Maker,Home Appliances,East,Store C,13,4469.32,5,55196.12,19999.18,0,0
